,Protein,Abundance,Sample,ID
442,Plasma serine protease inhibitor ,1,BoxPL,P05154
443,Immunoglobulin J chain ,1,BoxPL,P01591
444,Apolipoprotein L1 ,1,BoxPL,O14791
445,Phosphatidylcholine-sterol acyltransferase ,1,BoxPL,P04180
446,Protein Z-dependent protease inhibitor ,1,BoxPL,Q9UK55
447,Complement component C9 ,1,BoxPL,P02748
448,Immunoglobulin heavy variable 3-7 ,1,BoxPL,P01780
449,CD5 antigen-like ,1,BoxPL,O43866
450,Immunoglobulin lambda variable 3-10 ,1,BoxPL,A0A075B6K4
451,Probable non-functional immunoglobulinn kappa variable 1D-37 ,1,BoxPL,P0DSN7
452,Probable non-functional immunoglobulinn kappa variable 1-37 ,1,BoxPL,A0A075B6S9
453,Fetuin-B ,1,BoxPL,Q9UGM5
454,Immunoglobulin heavy variable 1-8 ,1,BoxPL,P0DP01
455,Carboxypeptidase B2 ,1,BoxPL,Q96IY4
456,Phospholipid transfer protein ,1,BoxPL,P55058
457,Immunoglobulin kappa variable 3-20 ,1,BoxPL,P01619
458,Immunoglobulin heavy variable 1-46 ,1,BoxPL,P01743
459,Haptoglobin ,1,BoxPL,P00738
460,Immunoglobulin heavy variable 1-2 ,1,BoxPL,P23083
461,Immunoglobulin heavy variable 1-69D ,1,BoxPL,A0A0B4J2H0
462,Immunoglobulin kappa variable 1-6 ,1,BoxPL,A0A0C4DH72
463,Gelsolin ,1,BoxPL,P06396
464,Serum amyloid P-component ,1,BoxPL,P02743
465,Immunoglobulin heavy variable 3-49 ,1,BoxPL,A0A0A0MS15
466,Immunoglobulin kappa variable 3-11 ,1,BoxPL,P04433
467,Complement subcomponent C1r ,1,BoxPL,P00736
468,Lipopolysaccharide-binding protein ,1,BoxPL,P18428
469,Immunoglobulin lambda variable 3-27 ,1,BoxPL,P01718
470,Immunoglobulin heavy variable 1-18 ,1,BoxPL,A0A0C4DH31
471,Beta-2-glycoprotein 1 ,1,BoxPL,P02749
472,Immunoglobulin kappa variable 1-39 ,1,BoxPL,P01597
473,Immunoglobulin kappa variable 1D-39 ,1,BoxPL,P04432
474,Vitronectin ,1,BoxPL,P04004
475,Kininogen-1 ,1,BoxPL,P01042
476,Hepatocyte growth factor activator ,1,BoxPL,Q04756
477,Immunoglobulin heavy variable 3-23 ,1,BoxPL,P01764
478,Hyaluronan-binding protein 2 ,1,BoxPL,Q14520
479,Immunoglobulin heavy constant alpha 1 ,1,BoxPL,P01876
480,Plasma kallikrein ,1,BoxPL,P03952
481,Angiotensinogen ,1,BoxPL,P01019
482,Alpha-2-HS-glycoprotein ,1,BoxPL,P02765
483,Complement component C6 ,1,BoxPL,P13671
484,Immunoglobulin kappa variable 3D-20 ,1,BoxPL,A0A0C4DH25
485,Immunoglobulin heavy constant mu ,1,BoxPL,P01871
486,Immunoglobulin heavy variable 3-15 ,1,BoxPL,A0A0B4J1V0
487,Immunoglobulin kappa variable 1-27 ,1,BoxPL,A0A075B6S5
488,C4b-binding protein alpha chain ,1,BoxPL,P04003
489,Plasminogen ,1,BoxPL,Q15195
490,Immunoglobulin kappa variable 1-8 ,1,BoxPL,A0A0C4DH67
491,Carboxypeptidase N subunit 2 ,1,BoxPL,P22792
492,Immunoglobulin lambda variable 1-47 ,1,BoxPL,P01700
493,Immunoglobulin kappa variable 1-16 ,1,BoxPL,P04430
494,Complement factor B ,1,BoxPL,P00751
495,Fibronectin ,1,BoxPL,Q9H6D8
496,Immunoglobulin lambda constant 3 ,1,BoxPL,P0DOY3
497,Immunoglobulin heavy variable 4-38-2 ,1,BoxPL,P0DP08
498,Immunoglobulin heavy variable 3-9 ,1,BoxPL,P01782
499,Immunoglobulin kappa variable 3/,1,BoxPL,A0A075B6H7
500,Immunoglobulin kappa variable 3D-7 ,1,BoxPL,A0A0C4DH55
501,Immunoglobulin heavy variable 4-4 ,1,BoxPL,A0A075B6R2
502,Prothrombin ,1,BoxPL,P00734
503,Kallistatin ,1,BoxPL,P29622
504,Complement component C8 beta chain ,1,BoxPL,P07358
505,Apolipoprotein D ,1,BoxPL,P05090
506,Immunoglobulin lambda constant 2 ,1,BoxPL,P0DOY2
507,Haptoglobin-related protein ,1,BoxPL,P00739
508,N-acetylmuramoyl-L-alanine amidase ,1,BoxPL,Q96PD5
509,Immunoglobulin lambda variable 3-21 ,1,BoxPL,P80748
510,Antithrombin-III ,1,BoxPL,P01008
511,Heparin cofactor 2 ,1,BoxPL,P05546
512,Complement C3 ,1,BoxPL,P01024
513,Immunoglobulin heavy variable 4-39 ,1,BoxPL,P01824
514,Immunoglobulin heavy constant gamma 4 ,1,BoxPL,P01861
515,Immunoglobulin heavy constant alpha 2 ,1,BoxPL,P01877
516,Immunoglobulin heavy constant delta ,1,BoxPL,P01880
517,Ceruloplasmin ,1,BoxPL,P00450
518,Complement factor H ,1,BoxPL,P08603
519,Vitamin D-binding protein ,1,BoxPL,P02774
520,Alpha-1B-glycoprotein ,1,BoxPL,P04217
521,Complement C5 ,1,BoxPL,P01031
522,Insulin-like growth factor-binding protein complex acid labile subunit ,1,BoxPL,P35858
523,Immunoglobulin kappa variable 3-15 ,1,BoxPL,P01624
524,Immunoglobulin kappa constant ,1,BoxPL,P01834
525,Immunoglobulin lambda constant 1 ,1,BoxPL,P0CG04
526,Immunoglobulin lambda-like polypeptide 5 ,1,BoxPL,B9A064
527,Immunoglobulin heavy constant gamma 3 ,1,BoxPL,P01860
528,Complement C1q subcomponent subunit B ,1,BoxPL,P02746
529,Immunoglobulin heavy variable 3-13 ,1,BoxPL,P01766
530,Complement component C8 alpha chain ,1,BoxPL,P07357
531,Albumin ,1,BoxPL,P02768
532,Inter-alpha-trypsin inhibitor heavy chain H1 ,1,BoxPL,P19827
533,Afamin ,1,BoxPL,P43652
534,Immunoglobulin kappa variable 4-1 ,1,BoxPL,P06312
535,Histidine-rich glycoprotein ,1,BoxPL,P04196
536,Immunoglobulin heavy variable 5-51 ,1,BoxPL,A0A0C4DH38
537,Immunoglobulin heavy constant gamma 2 ,1,BoxPL,P01859
538,Complement C4-A ,1,BoxPL,P0C0L4
539,Serotransferrin ,1,BoxPL,P02787
540,Alpha-2-macroglobulin ,1,BoxPL,P01023
541,Clusterin ,1,I-10,Q15846
542,Apolipoprotein E ,1,I-10,P02649
543,Actin  cytoplasmic 2 ,1,I-10,P63261
544,Heat shock cognate 71 kDa protein ,1,I-10,P11142
545,Annexin ,1,I-10,O76027
546,Glyceraldehyde-3-phosphate dehydrogenase ,1,I-10,O14556
547,Actin  cytoplasmic 1 ,1,I-10,P60709
548,Heterogeneous nuclear ribonucleoproteins C1/C2 ,1,I-10,P07910
549,Polyubiquitin-C ,1,I-10,P0CG48
550,40S ribosomal protein SA ,1,I-10,A0A8I5KQE6
551,Tubulin alpha-1A chain ,1,I-10,Q71U36
552,Tubulin alpha-1B chain ,1,I-10,P68363
553,Cathepsin D ,1,I-10,P07339
554,Corneodesmosin ,1,I-10,Q15517
555,Histone H2A ,1,I-10,P04908
556,Desmoplakin ,1,I-10,P14923
557,Histone H3 ,1,I-10,P68431
558,Arginase-1 ,1,I-10,P05089
559,Coagulation factor V ,1,I-10,P12259
560,Heterogeneous nuclear ribonucleoprotein U ,1,I-10,Q1KMD3
561,Heat shock protein HSP 90-alpha ,1,I-10,Q14568
562,Histone H1.2 ,1,I-10,P16403
563,Tubulin alpha-1C chain ,1,I-10,Q9BQE3
564,Tubulin alpha chain ,1,I-10,A6NHL2
565,Dipeptidyl peptidase 1 ,1,I-10,P53634
566,Histone H2B type 2-F ,1,I-10,Q5QNW6
567,Cofilin-1 ,1,I-10,P23528
568,Polyubiquitin-B ,1,I-10,P0CG47
569,ATP synthase subunit alpha  mitochondrial ,1,I-10,P25705
570,Annexin A2 ,1,I-10,A6NMY6
571,Desmocollin-1 ,1,I-10,Q08554
572,Dermokine ,1,I-10,Q6E0U4
573,Histone H4 ,1,I-10,P62805
574,Histone H1.5 ,1,I-10,P16401
575,Heat shock protein HSP 90-beta ,1,I-10,Q58FF6
576,Histone H3.3 ,1,I-10,P84243
577,Tubulin beta chain ,1,I-10,P07437
578,Histone H1.3 ,1,I-10,P16402
579,Histone H1.4 ,1,I-10,P10412
580,Histone H2A type 2-B ,1,I-10,Q8IUE6
581,Heat shock protein 75 kDa  mitochondrial ,1,I-10,Q12931
582,Filaggrin-2 ,1,I-10,Q5D862
583,Alpha-enolase ,1,I-10,P06733
584,Lysozyme C ,1,I-10,P61626
585,Histone H2B ,1,I-10,P06899
586,Histone H2B type 1-C/E/F/G/I ,1,I-10,P62807
587,Histone H2B type 1-D ,1,I-10,P58876
588,Histone H2B type 1-H ,1,I-10,Q93079
589,Histone H2B type 1-L ,1,I-10,Q99880
590,Histone H2B type 1-M ,1,I-10,Q99879
591,Histone H2B type 1-N ,1,I-10,Q99877
592,Histone H2B type 1-K ,1,I-10,O60814
593,Histone H2B type F-S ,1,I-10,P57053
594,Immunoglobulin kappa variable 3D-11 ,1,I-10,A0A0A0MRZ8
595,Apolipoprotein C-III ,1,I-10,P02656
596,Dermcidin ,1,I-10,P81605
597,Ubiquitin-60S ribosomal protein L40 ,1,I-10,P62987
598,Cofilin-2 ,1,I-10,Q9Y281
599,L-lactate dehydrogenase A chain ,1,I-10,P00338
600,C-reactive protein ,1,I-10,P02741
601,Hornerin ,1,I-10,Q86YZ3
602,Protein POF1B,1,I-10,Q8WVV4
603,Histone H3.1t ,1,I-10,Q16695
604,Histone H3.2 ,1,I-10,Q71DI3
605,60S ribosomal protein L7a ,1,I-10,P62424
606,BRI3-binding protein ,1,I-10,Q8WY22
607,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,I-10,B2RXH8
608,Ubiquitin-40S ribosomal protein S27a ,1,I-10,P62979
609,Apolipoprotein(a) ,1,I-10,P02647
610,60 kDa heat shock protein  mitochondrial ,1,I-10,P10809
611,Histone H2AX ,1,I-10,P16104
612,Histone H2A type 1-D ,1,I-10,P20671
613,Histone H2A type 1 ,1,I-10,Q99878
614,Beta-actin-like protein 2 ,1,I-10,Q562R1
615,Histone H2A type 1-H ,1,I-10,Q96KK5
616,Histone H2A type 2-A ,1,I-10,Q6FI13
617,Histone H2A type 2-C ,1,I-10,Q16777
618,Histone H2A type 1-C ,1,I-10,Q93077
619,Histone H2A.J ,1,I-10,Q9BTM1
620,Histone H2A type 3 ,1,I-10,Q7L7L0
621,Peptidyl-prolyl cis-trans isomerase ,1,I-10,Q5VVH2
622,Peptidyl-prolyl cis-trans isomerase A ,1,I-10,P62937
623,Histone H2A type 1-A ,1,I-10,Q96QV6
624,Immunoglobulin heavy variable 3-64D ,1,I-10,A0A0J9YX35
625,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,I-10,P0DMR1
626,Desmoglein-1 ,1,I-10,Q02413
627,Lipocalin-1 ,1,I-10,Q5VSP4
628,Galectin-7 ,1,I-10,P47929
629,Proteasome subunit alpha type ,1,I-10,Q8TAA3
630,Plastin-2 ,1,I-10,P13796
631,T-complex protein 1 subunit delta ,1,I-10,P50991
632,Elongation factor 1-gamma ,1,I-10,P26641
633,HCG2029799 ,1,I-10,Q5TEH5
634,ATPase family AAA domain-containing protein 2B ,1,I-10,Q9ULI0
635,Nucleoprotein TPR ,1,I-10,P12270
636,Peroxiredoxin-1 ,1,I-10,Q06830
637,60S ribosomal protein L6 ,1,I-10,Q02878
638,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,I-10,O60812
639,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,I-10,B7ZW38
640,Probable non-functional immunoglobulin heavy variable 3-16 ,1,I-10,A0A0C4DH30
641,Triosephosphate isomerase ,1,I-10,P60174
642,60S ribosomal protein L11 ,1,I-10,P62913
643,Plakophilin-1 ,1,I-10,Q13835
644,Sarcosine dehydrogenase  mitochondrial ,1,I-10,Q9UL12
645,Proteasome subunit alpha type-6 ,1,I-10,P60900
646,60S ribosomal protein L7 ,1,I-10,P18124
647,Immunoglobulin heavy variable 3-48 ,1,I-10,P01763
648,Apolipoprotein A-IV ,1,I-10,P06727
649,Catalase ,1,I-10,P04040
650,Peroxiredoxin-2 ,1,I-10,P32119
651,Elongation factor 2 ,1,I-10,P13639
652,Immunoglobulin heavy variable 5-10-1 ,1,I-10,A0A0J9YXX1
653,ELAV-like protein 1 ,1,I-10,Q15717
654,Immunoglobulin heavy variable 3-30-5 ,1,I-10,P0DP03
655,40S ribosomal protein S21 ,0,I-10,P63220
656,40S ribosomal protein S25 ,0,I-10,P62851
657,40S ribosomal protein S6 ,0,I-10,P62753
658,Alpha-amylase 2B ,0,I-10,P19961
659,Aspartate aminotransferase  cytoplasmic ,0,I-10,P17174
660,ATP synthase F(0) complex subunit C3  mitochondrial ,0,I-10,P48201
661,C4b-binding protein beta chain ,0,I-10,P20851
662,Calpain-1 catalytic subunit ,0,I-10,P07384
663,Coiled-coil domain-containing protein 174 ,0,I-10,Q6PII3
664,Cytosolic 5'-nucleotidase 3A ,0,I-10,Q9H0P0
665,Disco-interacting protein 2 homolog B ,0,I-10,Q9P265
666,DNA repair protein REV1 ,0,I-10,Q9UBZ9
667,Double-stranded RNA-specific editase 1 ,0,I-10,P78563
668,Dual specificity protein phosphatase CDC14A ,0,I-10,Q9UNH5
669,Filamin-C ,0,I-10,Q14315
670,Glucosylceramide transporter ABCA12 ,0,I-10,Q86UK0
671,Heat shock 70kDa protein 9B (Mortalin-2) ,0,I-10,H0Y8K0
672,Kinesin-like protein KIF21A ,0,I-10,Q7Z4S6
673,MICAL-like protein 1 ,0,I-10,Q8N3F8
674,Myosin-9 ,0,I-10,P35579
675,Nephrocystin-4 ,0,I-10,O75161
676,Non-histone chromosomal protein HMG-17 ,0,I-10,P05204
677,Partitioning defective 3 homolog ,0,I-10,Q8TEW0
678,PAX-interacting protein 1 ,0,I-10,Q6ZW49
679,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,I-10,Q8TCU6
680,Protein FAM83G ,0,I-10,A6ND36
681,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,I-10,Q96T49
682,Serpin B12 ,0,I-10,Q96P63
683,SKI/DACH domain-containing protein 1 ,0,I-10,Q1XH10
684,Small ubiquitin-related modifier 2 ,0,I-10,P61956
685,Transketolase ,0,I-10,P51854
686,Transthyretin ,0,I-10,P02766
687,Tryptophan--tRNA ligase  ,0,I-10,Q9UGM6
688,Tyrosine-protein kinase ABL1 ,0,I-10,P00519
689,Tyrosine-protein kinase ABL2 ,0,I-10,P42684
690,Zinc finger protein 445 ,0,I-10,P59923
691,Zinc finger protein castor homolog 1 ,0,I-10,Q86V15
692,Adapter SH3BGRL ,0,I-10,O75368
693,ATP-binding cassette sub-family F member 1 ,0,I-10,Q8NE71
694,Clathrin heavy chain 2 ,0,I-10,P53675
695,Cohesin subunit SA-3 ,0,I-10,Q9UJ98
696,Histone H2B type 1-A ,0,I-10,Q96A08
697,Histone H2B type 2-K1 ,0,I-10,A0A2R8Y619
698,Midasin ,0,I-10,Q9NU22
699,POTE ankyrin domain family member F,0,I-10,A5A3E0
700,Phosphate carrier protein  mitochondrial ,0,I-10,Q00325
701,Protein Shroom2 ,0,I-10,Q13796
702,Protein-glutamine gamma-glutamyltransferase K ,0,I-10,P22735
703,Pyruvate kinase PKM ,0,I-10,P14618
704,Small proline-rich protein 2G ,0,I-10,Q9BYE4
705,Small ubiquitin-related modifier 3 ,0,I-10,P55854
706,Suprabasin ,0,I-10,Q6UWP8
707,Syndetin ,0,I-10,Q96JG6
708,Tubulin alpha-3D chain ,0,I-10,P0DPH8
709,Ubiquitin carboxyl-terminal hydrolase 32 ,0,I-10,Q8NFA0
710,Vesicle-fusing ATPase ,0,I-10,P46459
711,Vimentin ,0,I-10,P08670
712,Alpha-fetoprotein ,0,I-10,P02771
713,Coagulation factor X ,0,I-10,P00742
714,Immunoglobulin lambda variable 9-49 ,0,I-10,A0A0B4J1Y8
715,10 kDa heat shock protein  mitochondrial ,0,I-10,P61604
716,Adenosylhomocysteinase ,0,I-10,P23526
717,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,I-10,Q9NZJ9
718,Dynein axonemal heavy chain 1 ,0,I-10,Q9P2D7
719,GTP-binding nuclear protein Ran ,0,I-10,P62826
720,HCG40295 ,0,I-10,F6WE04
721,Heat shock 70 kDa protein 6 ,0,I-10,P17066
722,Histone acetyltransferase KAT6B ,0,I-10,Q8WYB5
723,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,I-10,P50213
724,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,I-10,O75874
725,Nebulin ,0,I-10,P20929
726,Prohibitin ,0,I-10,P35232
727,Protein disulfide-isomerase A3 ,0,I-10,P30101
728,Protein FAM135A ,0,I-10,Q9P2D6
729,Ras-related protein Rab-5A ,0,I-10,P20339
730,Talin-2 ,0,I-10,Q9Y4G6
731,C1q domain-containing protein,0,I-10,Q6IMN6
732,Retinol-binding protein 4 ,0,I-10,P02753
733,IgGFc-binding protein ,0,I-10,Q9Y6R7
734,Glial fibrillary acidic protein  ,0,I-10,P14136
735,HAUS augmin-like complex subunit 3 ,0,I-10,Q68CZ6
736,Heat shock 70 kDa protein 1A ,0,I-10,P0DMV8
737,Histone H2B type 3-B ,0,I-10,Q8N257
738,Immunoglobulin lambda variable 1-44 ,0,I-10,P01699
739,Interleukin-1 receptor accessory protein ,0,I-10,Q9NZN1
740,Protein S100-A7 ,0,I-10,P31151
741,Tumor protein D52 ,0,I-10,P55327
742,Zinc finger MYND domain-containing protein 11 ,0,I-10,Q15326
743,Aspartate aminotransferase  mitochondrial ,0,I-10,P00505
744,ATP synthase F(0) complex subunit C1  mitochondrial ,0,I-10,P05496
745,ATP synthase F(0) complex subunit C2  mitochondrial ,0,I-10,Q06055
746,ATP-binding cassette sub-family G member 4 ,0,I-10,Q9H172
747,Chondroitin sulfate synthase 3 ,0,I-10,Q70JA7
748,Fibrinogen beta chain ,0,I-10,P02675
749,Fructose-bisphosphate aldolase A ,0,I-10,P04075
750,Gamma-enolase ,0,I-10,P09104
751,Histone H2B type 1-B ,0,I-10,P33778
752,Histone H2B type 2-E ,0,I-10,Q16778
753,Immunoglobulin heavy variable 2-70D ,0,I-10,A0A0C4DH43
754,Immunoglobulin kappa joining 1 ,0,I-10,A0A0A0MT89
755,Microtubule-associated serine/threonine-protein kinase 3 ,0,I-10,O60307
756,POTE ankyrin domain family member I,0,I-10,P0CG38
757,Ras-related protein Rab-5C ,0,I-10,P51148
758,S-adenosylmethionine synthase ,0,I-10,P31153
759,Serine/arginine-rich splicing factor 3 ,0,I-10,P84103
760,Small nuclear ribonucleoprotein Sm D3 ,0,I-10,P62318
761,T-complex protein 1 subunit theta ,0,I-10,Q96SF2
762,Calmodulin-like protein 5 ,0,I-10,Q9NZT1
763,Chloride intracellular channel protein 1 ,0,I-10,O00299
764,Inactive pancreatic lipase-related protein 1 ,0,I-10,P54315
765,Methyl-CpG-binding domain protein 5 ,0,I-10,Q9P267
766,Myelin expression factor 2 ,0,I-10,Q9P2K5
767,Proline-rich protein 36 ,0,I-10,Q9H6K5
768,RPL22 ,0,I-10,P35268
769,Tubulin beta-4B chain ,0,I-10,P68371
770,Ubiquitin-protein ligase E3B ,0,I-10,Q7Z3V4
771,Bridge-like lipid transfer protein family member 2  ,0,I-10,Q14667
772,Dynein regulatory complex protein 10 ,0,I-10,Q96DY2
773,Fructose-bisphosphate aldolase ,0,I-10,P05062
774,Glutamine synthetase ,0,I-10,P15104
775,Hypoxia-inducible factor 3-alpha ,0,I-10,Q9Y2N7
776,Polyadenylate-binding protein ,0,I-10,Q4VXU2
777,Pyruvate kinase ,0,I-10,P30613
778,Ras-related protein Rab-5B ,0,I-10,P61020
779,26S proteasome regulatory subunit 4 ,0,I-10,P62191
780,Aconitate hydratase  mitochondrial ,0,I-10,Q99798
781,Hemoglobin subunit beta ,0,I-10,P68871
782,MAP kinase-activating death domain protein ,0,I-10,Q8WXG6
783,Myosin light polypeptide 6 ,0,I-10,P60660
784,Prolactin-inducible protein ,0,I-10,P12273
785,Rho family-interacting cell polarization regulator 1 ,0,I-10,Q6ZS17
786,Ribosome biogenesis protein SPATA5 ,0,I-10,Q8NB90
787,Serpin B3 ,0,I-10,P29508
788,Tubby protein homolog ,0,I-10,P50607
789,Uncharacterized protein KIAA0825 ,0,I-10,Q8IV33
790,Zymogen granule protein 16 homolog B ,0,I-10,Q96DA0
791,Four and a half LIM domains protein 1  ,0,I-10,Q13642
792,Immunoglobulin heavy variable 2-70 ,0,I-10,P01814
793,Mucin-19 ,0,I-10,Q7Z5P9
794,Perilipin-3 ,0,I-10,O60664
795,Proline-serine-threonine phosphatase-interacting protein 2 ,0,I-10,Q9H939
796,Acyl-coenzyme A thioesterase 8 ,0,I-10,O14734
797,Cystatin-B ,0,I-10,P04080
798,Moesin ,0,I-10,P26038
799,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha ,0,I-10,O00443
800,Tubby-like protein ,0,I-10,O00294
801,Apolipoprotein C-II ,0,I-10,P02655
802,Beta-enolase ,0,I-10,P13929
803,Citrate synthase  ,0,I-10,O75390
804,Ezrin ,0,I-10,P15311
805,Nesprin-2 ,0,I-10,Q8WXH0
806,Protein unc-80 homolog ,0,I-10,Q8N2C7
807,Protocadherin Fat 4 ,0,I-10,Q6V0I7
808,Retroviral-like aspartic protease 1 ,0,I-10,Q53RT3
809,Tryptophan--tRNA ligase  cytoplasmic ,0,I-10,P23381
810,Extracellular matrix protein 1 ,0,I-10,Q16610
811,EH domain-binding protein 1-like protein 1 ,0,I-10,Q8N3D4
812,FERM and PDZ domain-containing protein 1 ,0,I-10,Q5SYB0
813,Sulfhydryl oxidase 1 ,0,I-10,O00391
814,Collagen alpha-2(XI) chain ,0,I-10,P13942
815,Glycine--tRNA ligase ,0,I-10,P41250
816,Protein SON,0,I-10,P18583
817,TSC22 domain family protein 2 ,0,I-10,O75157
818,Tubulin beta-8 chain ,0,I-10,Q3ZCM7
819,Stress-70 protein  mitochondrial ,0,I-10,P38646
820,Dedicator of cytokinesis protein 1 ,0,I-10,Q14185
821,Immunoglobulin heavy variable 3-73 ,0,I-10,A0A0B4J1V6
822,Immunoglobulin heavy variable 3-64 ,0,I-10,A0A075B6Q5
823,Proline/serine-rich coiled-coil protein 1 ,0,I-10,Q6PGN9
824,SERPIN domain-containing protein  ,0,I-10,A8MTL9
825,Deleted in malignant brain tumors 1 protein ,0,I-10,Q9UGM3
826,Immunoglobulin lambda variable 1-40 ,0,I-10,P01703
827,NCK-interacting protein with SH3 domain ,0,I-10,Q9NZQ3
828,Submaxillary gland androgen-regulated protein 3B ,0,I-10,P02814
829,T-complex protein 1 subunit gamma ,0,I-10,P49368
830,Clathrin coat assembly protein AP180 ,0,I-10,O60641
831,78 kDa glucose-regulated protein ,0,I-10,P11021
832,Bleomycin hydrolase ,0,I-10,Q13867
833,Immunoglobulin kappa variable 3D-15 ,0,I-10,A0A087WSY6
834,Protein S100-A9 ,0,I-10,P06702
835,Ras-related protein Rab-7a ,0,I-10,P51149
836,DNA replication licensing factor MCM4 ,0,I-10,P33991
837,Fibrinogen alpha chain ,0,I-10,P02671
838,Protein S100-A8 ,0,I-10,P05109
839,Fermitin family homolog 3 ,0,I-10,Q86UX7
840,Fibrinogen gamma chain ,0,I-10,P02679
841,26S proteasome regulatory subunit 8 ,0,I-10,P62195
842,Propionyl-CoA carboxylase beta chain  mitochondrial ,0,I-10,P05166
843,Immunoglobulin kappa variable 6-21 ,0,I-10,A0A0C4DH24
844,14-3-3 protein zeta/delta ,0,I-10,P63104
845,Immunoglobulin lambda variable 3-19 ,0,I-10,P01714
846,POTE ankyrin domain family member E,0,I-10,Q6S8J3
847,Putative beta-actin-like protein 3 ,0,I-10,Q9BYX7
848,Protein disulfide-isomerase ,0,I-10,Q14554
849,Phosphoglycerate kinase 1 ,0,I-10,P00558
850,Talin-1 ,0,I-10,Q9Y490
851,Tetratricopeptide repeat protein 39A ,0,I-10,Q5SRH9
852,Complement component C8 gamma chain ,0,I-10,P07360
853,Profilin-1 ,0,I-10,P07737
854,Hemicentin-2 ,0,I-10,Q8NDA2
855,Eukaryotic initiation factor 4A-I ,0,I-10,P60842
856,Glutathione peroxidase 3 ,0,I-10,P22352
857,RNA helicase ,0,I-10,Q14562
858,Glutathione S-transferase ,0,I-10,O15217
859,Glutathione S-transferase P ,0,I-10,P09211
860,GTP-binding protein SAR1a ,0,I-10,Q9NR31
861,14-3-3 protein sigma ,0,I-10,P31947
862,60S ribosomal protein L22 ,0,I-10,Q6P5R6
863,ATP-binding cassette sub-family B member 5 ,0,I-10,Q2M3G0
864,Phosphatidylcholine translocator ABCB4 ,0,I-10,P21439
865,40S ribosomal protein S8 ,0,I-10,P62241
866,GTP-binding protein SAR1b ,0,I-10,Q9Y6B6
867,Heterogeneous nuclear ribonucleoprotein A1 ,0,I-10,A0A2R8Y4L2
868,Tubulin beta-4A chain ,0,I-10,P04350
869,Immunoglobulin kappa variable 1-9 ,0,I-10,A0A0C4DH69
870,Dystonin ,0,I-10,Q03001
871,Radixin ,0,I-10,P35241
872,BPI fold-containing family B member 1 ,0,I-10,Q8TDL5
873,Properdin ,0,I-10,P27918
874,Eukaryotic initiation factor 4A-II ,0,I-10,Q14240
875,Probable non-functional immunoglobulin heavy variable 3-35 ,1,I-10,A0A0C4DH35
876,Immunoglobulin heavy variable 4-31 ,0,I-10,P0DP07
877,Immunoglobulin heavy variable 4-30-2 ,0,I-10,A0A087WSY4
878,Elongation factor 1-delta ,0,I-10,P29692
879,Sushi domain-containing protein,0,I-10,Q6UWL2
880,Immunoglobulin kappa variable 1D-12 ,0,I-10,P01611
881,Immunoglobulin heavy variable 4-59 ,0,I-10,P01825
882,Immunoglobulin heavy variable 4-34 ,0,I-10,P06331
883,Immunoglobulin heavy variable 4-61 ,0,I-10,A0A0C4DH41
884,TAR DNA-binding protein 43 ,0,I-10,Q13148
885,Immunoglobulin heavy variable 3-53 ,0,I-10,P01767
886,Immunoglobulin heavy variable 4-30-4 ,0,I-10,P0DP06
887,ATP synthase subunit beta  mitochondrial ,0,I-10,P06576
888,Immunoglobulin heavy variable 3-66 ,0,I-10,A0A0C4DH42
889,Immunoglobulin kappa variable 1-12 ,0,I-10,A0A0C4DH73
890,Immunoglobulin lambda variable 3-9 ,0,I-10,A0A075B6K5
891,Immunoglobulin heavy variable 3-11 ,0,I-10,P01762
892,Heat shock protein beta-1 ,0,I-10,P04792
893,Immunoglobulin kappa variable 2-28 ,0,I-10,A0A075B6P5
894,Immunoglobulin kappa variable 2D-26 ,0,I-10,A0A0A0MRZ7
895,Immunoglobulin kappa variable 2D-28 ,0,I-10,P01615
896,Immunoglobulin lambda constant 6 ,0,I-10,P0CF74
897,Immunoglobulin lambda variable 3-25 ,1,I-10,P01717
898,Immunoglobulin heavy variable 2-26 ,0,I-10,A0A0B4J1V2
899,Immunoglobulin lambda variable 8-61 ,0,I-10,A0A075B6I0
900,Leucine-rich alpha-2-glycoprotein ,0,I-10,P02750
901,Cholesteryl ester transfer protein ,0,I-10,P11597
902,Immunoglobulin kappa variable 6D-21 ,0,I-10,A0A0A0MT36
903,Immunoglobulin lambda variable 2-18 ,0,I-10,A0A075B6J9
904,Immunoglobulin heavy variable 4-28 ,0,I-10,A0A0C4DH34
905,Immunoglobulin lambda variable 6-57 ,0,I-10,P01721
906,SH3 and multiple ankyrin repeat domains protein 1 ,0,I-10,Q9Y566
907,Apolipoprotein M ,0,I-10,O95445
908,Adiponectin ,0,I-10,Q86V24
909,Immunoglobulin heavy variable 1-24 ,0,I-10,A0A0C4DH33
910,Uncharacterized protein ZSWIM9 ,0,I-10,Q86XI8
